Comment	label
The owner of the vehicle who puts the doll on the windshield of the car will be punished by the traffic police.	2
Lin Zhiling is getting married, but the groom is not a coward.	2
Finally unloaded, four-hour baby-free baby baby, no side cut! Talk about my pregnancy symptoms.	2
He's a 90-year-old boy who bought BMW 3 years after he graduated, but few of his friends would ever look at him.	2
"Zhou Libo has been sentenced to 41 years of imprisonment, netizen: ""Great people"" Zhou Libo is exactly what kind of person?"	0
rumor is that chengguan bridge in chongqing is another rumor	2
Profiteering profits create money projects, attacks against heresy, harm, young people's opportunities must be grasped.	2
Tan, three days of rapid and white back clever tricks!	0
Ma Yun, a man-made man, has said that the two industries will be taken down in the first half of 2018, and that they can make a lot of money in sleep	0
"""Fengyun 3"" cost 500 million to start shooting, Zhao Liuying can only play female 2, the woman to the baby?"	0
Another Japanese company is out of the Chinese market. What has China done?	2
Seedless grapes. They're from birth control pills.	0
Exercise at night is a chronic suicide!	1
Thoughts caused by the five risks, one gold change, six risks and two gold medals	1
You think Wu Jing's face is acting? He's had 1 7 beers and 3 drinks.	2
zhejiang wenzhou train collides with car, injures 4 people, and the warning stick has not fallen down	0
It turned out that in addition to the feelings of Chen Xiang Mao and Xiaowang, Jiang also played Zhengshuang and seduced Zhai Tien-lin.	2
Xiaoshenyang and zhao benshan predestined relationship is doomed early? Is shenyang in soft, or satirizing?	2
New Rules! More Standardization! Implementation Details of Time-sharing Leasehold Management for Small and Mini Car in Shanghai	2
Radio and TV's second batch of mobile handlers, do you like it?	0
Lanzhou purchase restrictions! Hefei partial price liberalization, 2018 property prices rose or fell?	0
"""Microenvelope Red Packet Disease Virus"" is false news."	2
The phone's out of battery out there? It makes you instantly fill it up for a day.	0
Who should be the village cadre in the countryside? Look at the new regulations promulgated by the state.	2
Good news! A farmer who can get a subsidy if he doesn't work for a farm, is it?	0
Why would a Russian tourist hit a bear with a ticket? _	0
The construction of a water-building pipe in Yunnan Province to the street vendor?	2
In the year of Wenhua and Yin Xiangjie in the garden sings this song, do not know Zhu Guowen to hear how to think!	2
The emergency department of xia yi county hospital admitted a teenager in a car accident.	2
The rural homestead actually can buy and sell!	2
"6 kinds of natural ""reducing water"", drink a cup of water everyday, smooth blood pressure and stay away from high blood pressure."	0
38th section of welfare qingdao online disbarment platform presents a special section on female detractors	2
Farmers' attention: Next year these four types of housing land will be collected, farmers will receive a maximum of 180 thousand subsidies.	0
"The husband's one sentence ""opera money is fast"", liu tao cried!"	0
"Don't be stupid. Just put a little ""it"" in bed before bed, and it's very effective."	2
The pension has been raised! 60-year-old people in rural areas receive free of charge, up to a maximum of $1,300 for a single payment.	2
Ming Zhu disclosed that the most profitable industry in 2018, a fool can be rich 10.	0
By the end of 2017, farmers will have to pay the fees, and there are three kinds of subsidies that qualify.	2
J & J AIDS vaccine development leads to revelry! AIDS is how to return to a responsibility?	2
"There are several street snacks recognized as ""dirtiest"", and there is always one that you are sure to have eaten!"	2
Cancer is related to blood type, which type is high probability?	0
Ginger and it drink together, hold on for half a month, inside the body for a year of moisture can be removed.	2
Want to lose weight, this fruit cannot be less, often eat it lets you have a good body	0
Latest straw subsidy: ten thousand to ten million yuan per mu! (with application subsidy method)	2
A recent photograph of Wang's life, a successful recluse to become a fashion goddess, and a luxurious life chasing Zhao Wei?	0
The world has only the last rhinoceros rhinos! netizen: hope the poachers will be blown to pieces!	0
"""Net police rumors"" Shaoyang natural gas price increase is a rumor!"	2
Yang Zhi and Huo Jianghua have been pregnant, Zhao and Dili Rieba were caught in the bed?	2
jackie chan 's show was interviewed and he was reprimanded by a comedian, zhang yingxing, huang xuanzi, and others were shot.	0
"""The First Snow in 2002"" in the English version of ""The First Snow in 2002"" in English."	2
Bai choi root boiled water to reduce fever to prevent cold, cold with garlic, can cough up the phlegm to get cold	2
The family kept a few years of green turban, only to know that there are such a great harm, all thrown away!	0
Shao Yan, an external professor of the Art Academy of Tsinghua University	2
Is the detoxification timetable really accurate? What is the most scientific way to go to bed every day?	2
li 's accidental exposure to li weijia' s secret girlfriend, senior mango girl	2
The Japanese provoked all the Chinese in the ring, but one of them was beaten to the ground by one of the actors.	0
"Pouch like to love to beat uric acid? Too stupid! The drug store ""3 yuan of cream, easy to eliminate bags under the eye"	0
It can cure the protrusion of the waist, you have it at home, try it!	2
"“ Military photo. ” H5 is a fraud? The criminal investigation team leader zhu jian reminds the ""warwolf 2"" link has the virus? The kid was drugged and smuggled out of town for a transplant? Chekiang bargains are late in july!"	2
What kind of health care is suitable for the elderly in the summer? Heat-absorbing summer and appetizing!	2
A good recipe for filling a kidney, only a few tenths of wolfberry good-bye time, once eradicated.	2
Jiang Yaogong has been scolded for a thousand years old three years old? Been handed to Zhenshuang Zhenshuang, Mao Tow-tung and Chen Xiang was also torn apart!	2
Wang Baoqiang divorce disputes not in court, Ma Rong Ma and Song Dai father also a divorce?	2
The relationship between Liu Wen and Cui Se-yuan has been exposed since then.	2
Guess what the baby is - the hot girl, the mother's tummy... you must have tried these methods.	2
Repeated attacks of pharyngitis? Four little touches for pharyngitis	2
the method of cash flow analysis of the cash payment for valuebao, which are the newest cash-making skills of jingdong white stripe?	0
When Liu Hua sings a song at a concert in Japan, he kneeled and wept for several days, and cried a river in tears.	0
british police study: most anti-social behaviors occur during a full moon	0
"""Running Man"" has also been warned by the Bureau of Radio and Television that if it does not rectify the situation, it will be stopped because of the deer."	2
"After the birth mother makes her own ""golden slimming fluid"" at home, reducing the fat to dehumidify and transform into a skinny person"	0
The sweet goddess Yang Yuying is getting married?	0
Surprisingly, these vegetables are cancer-fighting and cancer-fighting.	0
regimen: egg ca n't eat with persimmon, knowledge of eating eggs 7 taboos	2
Net biography zhou rungwein died of illness, whether true or false?	2
Guangzhou hengda core lawsuit does not mess up paulinho will be deported!	2
A 1.5-metre worm in the body of a man eating sushi	2
Kids can get leukemia from drinking milk beverages.	2
Points to note for the rehabilitation exercise of lung cancer patients	2
Why is the market value over $1 million in the silver coin of Sun Yat-sen of the Six Star Sun Yat-sen?	0
Kids eat ice cream. Chocolate affects intelligence!	2
"""Weak"" don't be afraid, it adds garlic to this kind of eating, after three days strong like cattle, more than ginseng Lecithin."	2
It's hard to clean the iron casserole at home? Put a little something that's not worth it. It's easy to get rid of all kinds of stains.	2
Belly big as a pregnant? Only a clove of garlic, with a thin one, the bucket suddenly changed to a four-fold!	2
Pregnant mother's cow pie is passed on to the baby.	2
There was a child snatching incident somewhere in Chengdu. After robbing two children from a van under a small bridge, the criminal snatched 4 girls in XX square yards	2
The most strict orders issued! November 15 implementation! The ban on diesel, stoppage of soil, production cut-off production!	2
"Xu Yuyu's personal information was leaked. 19-year-old ""hacker"", who sold information, was sentenced to 6 years in the first trial today"	2
a 60 - year - old woman has diabetes for many years, and now her blood sugar level is stable but not declining, so early use it to guard against renal failure	2
On the news that Yang Yuying wants to get married, the sweet song queen's first micro blog response	2
Countryside Granny Treats Foot Biopsy, Treats Her Foot Biopsy 3 Days and Does No Recurrence for 10 Years	2
Will autumn breeches cause the chinese to degrade their genes from cold?	2
"It turns out that ""fox spirit"" really exists? The villainy cemetery encounter the evil and how to explain, super weird!"	0
The rich woman is recruiting drivers for 7 million Rolls-Royce with a salary of $500,000 a year and no one is applying for it in two months.	2
beijing university professors raised donations in the subway	2
The best natural insulin, the savior of diabetes, drink a little, blood sugar every day.	0
How fast do you think the Yang's gonna announce their divorce in the next couple of years?	2
Nuts can be a big risk. Mustinate peanuts contain the most toxic carcinogen.	0
Is seaweed made of black plastic?	2
"Drinking soup can cure the gout, kidney disease and high blood pressure of ""500 million people"", and don't say you don't know it."	0
Ten waist nine pain? A pepper bell pepper beat experts, the treatment of the waist to highlight special effects, permanent collection.	2
After the land title, the children in these three situations will no longer have the conditions to inherit the house.	0
Microcredit welcomes a major update, the next version can modify the Weixin number	2
Lin Zhi-ling suddenly announced that the two-month shutdown, the year-old movies did not promote the publicity is to do the abortion?	2
Winner of the King's Glory 100 Months? Talk to you about the forked generator!	2
"The local state reappearance ""new dragon head"", next week the main force will 5. 30 million storefronts, the full warehouse is dry!"	2
Five stars, Zhao Liying, Zhou Dongyu, Han Geng are all on the list	2
zhu zhiwen and yu wenhua are married	0
It was revealed that Leia had been divorced, and she had left the house with her father Chan Sicheng.	0
Cecilia Cheung's new boyfriend is getting married in October. He's 10 years old. He forgot to start again.	0
Robbing Jinchen role, Fan Bingbing endorsement, Zhao Liying ad, Zhang Tianyi behind the money?	2
Chinese referee yang jianping was spit-balled in public face-to-face with spit-up humiliation.	2
How annoying are the flies? Thanks to the village mother-in-law, a few flies in the kitchen and no flies.	0
Are the girls' menstruation contagious? Why does the menstruation always collide with the girlfriend and the roommate?	0
Countryside change intellectualized electricity meter, why the electricity bill increases a lot?	0
Overnight, Vietnam abruptly prohibited pay treasure and micro letter payment, Yuan Fang how do you see?	0
Liu Kaiwei's birthday gift is small glutinous rice, Yang's second child?	2
Luo Zhenyan admits that Tong Yan is pregnant and has not been married for a long time because of this	2
A husband and wife jump off a building because they pay a price, but it's over $600,000.	2
After looking at photos of Yang Zhenning's ex-wife, maybe you can understand why he married Weng Fan	0
Fan Bingbing has been exposed, participating in the commercial activities due to the early departure from the field!	0
what happened to wu xin and du haitao after they left the capital?	2
There was this little trap in the cigarette case. Many people didn't know it, but they said it was very useful.	0
There was a fire on the old street in the hill town of Xiaoshan.	1
Pregnancy 23 weeks to detect fetal hypoxia, doctor advised: sleep this posture is not suitable, change quickly	2
"Chinese man arrested for Thai whoring? Funny story as ""news""?"	2
I'm told the Microcredit circle will have a visitor log.	2
Health early know | vision decline to see things distort may be caused by diabetes mellitus!	2
sanya college entrance exam student can receive 2000 yuan in compensation on the basis of the admission notice, minimum guarantee, etc.	2
"""The plane is about to take off. A man is kneeling at the hatch!"""	0
A man in Shanghai who has broken his neck in playing basketball?	2
Is driving a can of beer a driving drunk? Is a driver supposed to be on the road without a drink?	2
< i > Two dogs bite the child, < / i > < i > while the old man tries to protect him. < / i >	2
We're going to crack down on internet rumors and zero tolerance.	2
Wang Sicong and Ma Huateng's daughter formal intercourse? Netizen: This should be really serious	2
16 Years Old Woman Suffers Leukemia Expert: Blood Donation has nothing to do with the disease	2
Huawei invests in Waima Automotive	2
Li Chen successfully proposed, Zhang Jincun wants to get back to the city, can only marry this male star.	2
Hundreds of dollars for students to lead the way, kidnap new, new friends, circle of friends.	2
Countryside Granny Treats Foot Biopsy, Treats Her Foot Biopsy 3 Days and Does No Recurrence for 10 Years	2
"Internet user ""Fast Hands"" published ""a car crash site in Xigaze"" rumor has been detained for 10 days"	2
Be careful! The unoccupied houses in the countryside may be repossessed!	2
"""Meatballs."" They're all additive. It's bad."	2
Harvard University Study: Coffee Drinking Can Decrease Suicidal Suicides by 50% - Sohu News	0
Ren Zhiqiang says the property market will skyrocket in 2018? Pan Shiyi: Blind Chief Accountant This gun is empty	2
The country is planning a high-speed rail link, which will be blessed along the lines of Ningxia, Shaanxi, Shanxi and Henan.	2
The belly is as big as a pregnancy, with a single piece of garlic, a thin one, and a bucket that turns into an A4.	0
Public security reminds: 2018, national public official to do this thing can be fired directly, child development is restricted!	2
Peanut new eating, not only delicious, but also the effect of weight loss, 3 days to lose 5 jin, eliminate fat and beautify the skin.	0
The lumbar vertebral disease relapse is not good to treat? See a folk circulation partial prescription, half month radical cure waist pain does not recur	2
Exposing chinese tourists to fen finland guide: for not seeing the aurora	0
What is the rhythm of Shenzhen-to-foreign cars?	2
Don't be hungry, thin 10 catties! It is to eat its credit, it is easy to lose weight!	2
students raped by international students at panzhihua college	2
"Li Shu Fu! Domestic ""Porsche"" appeared on the street, only 120, 000, buy the tour repent!"	2
"""Net police rumors"" Shaoyang natural gas price increase is a rumor!"	2
Can the eggplant and mushrooms be poisoned? Some people have been poisoned.	2
The chip company's $20 million net profit will go public soon.	1
The old melon farmer only knows that, originally watermelons also divides the mother, look at these few places, hundreds of hundreds of hundred sure	0
she has a strong background, and she used to slay herself in public, so that han geng was dazzled and disgraced.	2
Type 056: Often eating these five kinds of food is tantamount to a slow suicide.	2
the tianjing court ruled to rescind the contract after the housing purchase agreement was signed.	2
Exercise at night is tantamount to a slow suicide?	2
2018 rural housing relocation compensation standards, compensation fees will rise, do you know?	2
By 2018, not only will the subsidies for the disabled be increased, but these four types of farmers in rural areas will get the most!	2
"Wujing ""wolf 2"" box-office box-office explosion 4 billion, feng xiaogang lying also shot, liu dehua acclaimed!"	2
How many people still believe in the formaldehyde?	2
The legendary Genghis Khan, who has 500 wives in his life, is half the world's half of the population?	2
What has China done? All the Japanese companies have pulled out of the country, and the masses are dumbfounded.	2
"""It is better to eat ginger in the morning than to eat ginseng; to eat ginger at night is equal to arsenic"". Have you got it right?"	2
Before 2018, the whole country will have to open the rural areas, households will be hardening roads, you repair it?	0
A small breeding insect, but cured 98% of the waist disc protruding, 3 days effective, 7 days root nodules.	2
January light weight 24 jin, drink a bowl a day, 3 days detoxify to spot, not thin is difficult	2
"The Yang power also play ""King's Glory"" open five black? All bristle Bai account, all sorts of skin all have!"	2
Poison on the face is black and yellow, it is with milk, whitening and freckle, 7 days detoxify spots	2
Reports on the Nasdaq's 10-month trading in digital currency	2
Have you learned how to drink a thousand cups without getting drunk?	0
"Microcredit finally put on the ""free"" of the big move?"	2
How much can you pay for a basic pension increase of 5.5% in 2017?	2
Do not eat raw eggs, eggs add it, after three days of eating, there are obvious changes in the body, whiplash is not as good as sigh	2
buy a house, do not buy these four types of balcony houses, i do n't want to persuade you to go into the room to jinshui secret	2
Microcredit, hide the code. Input it right now. Get it right. Try it.	0
the negotiation of the ofo and the droplets is nearing the end of the negotiations, the purchase price has been falling again and again	2
beijing 's college entrance examination this year has cancelled three matriculate batches and merged into two.	2
The combined three cities of Hunan will surpass Shanghai as the largest city	2
Public service units, this kind can be transferred to the civil service administrative department!! And these two categories of people abolished	2
the truth about the fact that liu qiong broke up with his tea-tea sister	0
This year, the children and families are ready to take their money, and the state has a subsidy, which can receive 10,000 yuan.	2
yao chen 's divorce	2
The quantity and value of the market; the best option.	2
Someone from the People's Hospital of Cengxi City jumped to his death.	2
What is the value of the Xuanzuan Yuan treasure now, why is it this?	2
It's not that hard to lose weight. One little move before bed, and the bucket's waist disappears.	0
Criticism of the Red Star - Delete the chat record. 80 yuan will be restored. It is time to attach importance to the right to delete information.	2
police warns: six categories of drunk driving can be exempted from criminal punishment	0
Institution reform news: this category of units will be completely out of the system!	0
"An Interview with New ""National Goddess of God"" Ning Zhaotao: After retiring to Yangzhou to eat steamed buns"	2
Luo Zhenyan admits that Tong Yan is pregnant and has not been married for a long time because of this	2
The Kyung Dong merger will be good? Will Beijing be stronger?	2
Patients with diphtheria have been troubled for five years, tested in rural areas, seven days to bid farewell to the fingernails	0
"Formaldehyde is most afraid of these two deformaldehyde ""soil methods"", one use of the same, let you 30 days to live in the new house."	2
Zhu's mother died, the funeral played this song, Wenhua cried till the bowels, aching heart!	0
Netizens suspect Yang's plastic surgery, she and her old classmates shocked everyone	2
How can you lose weight if you don't shut your mouth? I'll teach you how to make a good soup. You'll lose weight quickly.	2
The elder son is injured, tse tse-feng wants to spend 300 million to reclaim child custody, cecilia cheung has only returned 17 words!	0
A little bit of it in toothpaste will turn the tooth from yellow to white in a few days	2
Li Zicheng's hundreds of thousands of troops entered Jiujia Mountain, why did they disappear into thin air?	2
"The third high ""nemesis"" comes, drink water with a few more after meal, lower blood pressure more healthy"	2
Liu Shigefang pregnant belly appearance, two people's world will become a family of three!	0
Post-natal appearance is beautiful, but the baby is suspicious of the body to look for a surrogate (evidence map)	0
Dental too yellow how to do? Only a move, two minutes can let the teeth whiten!	0
Jinan group funds chain collapse, jia yueting can rely on what to turn over?	2
Subtle 15 years of formaldehyde most fear this, the teacher said 3 earthwork, 7 days to remove all!	2
White hair is washed in Aspirin like this, 9 minutes of urami, never fade, no hair dye.	2
You're still thinking about white vinegar and black hair? I'll tell you a simple, efficacious method. It'll turn black in eight minutes.	2
The coin of the Qing Dynasty, the real value of how much, where can be free auction trading?	2
There is no hair in the back of a baby's head, it may be a sign of rickets. Don't delay the child's life because of a momentary lapse	2
The chairman of EIIi, Pan Gang, was taken away.	2
Damn it! Employee sputtering on the terms of Apple's iOS7 upgrade.	0
Love fundraisers don't have enough times to get paid? Rumors! Don't take advantage of people's love.	2
The Audi Q2 will be made home-made, the conductor is 4 meters 2, more beautiful than the BMW X1, 150000 Wei Po, the collar is sad	2
360 mobile phone and hammer technology are discussing merger, Li Yi-man and Wang Xin after release from prison for the first time.	2
Goodbye! Just now, Rakuten officially declared bankruptcy!	2
Chinese and Indian military leaders meet on Friday (11 May)	0
Did you still have two yuan in 1960? I am looking for it, especially the price of the watermark of the ancient coins.	2
Is Russia angry enough to launch its bombers into the US and start World War III?	2
"Cancer's ""natural enemies"", four basic foods eaten a little every day, are good for cancer and cancer prevention"	0
Microcredit chat records deleted and then completely deleted, how to teach you how to solve a few moves?	0
Rural 4 people get the most subsidies, the disabled new added subsidies project!	2
"More than 10 elite schools will be stationed in the secondary center, radiation ""north three counties""!"	2
big story, yang mi 's marriage crisis, liu kai' s cheating	2
Baidu is going to close the stickers.	2
In the countryside, the three kinds of animals that appear at home must not fight!	2
Unprecedented power! Tangshan steel mill sintering halt, steel mill repair will increase?	2
Five original videotapes of the existence of extraterrestrials.	2
Is cancer a man-made modern disease?	0
41 -year-old Hongfan finally said 14 years ago why to marry Yang Zhenning?	0
Yang Zhi has been exposed and Huo Jianhua has been pregnant and pregnant? In response to the netizens praise!	0
"Seven can run 500 kilometers with a full tank of gas, but in reality... ""From the caravan of the carts."""	2
Good news! There is a huge subsidy for getting married in the countryside! A lot of people don't know!	0
Don't blame me for not telling you! Drinking these drinks after exercise is a slow suicide.	2
Top 10 wonders: 900 catties of rock can lift off on its own	0
8 years old rhinitis, rely on 5 eggs and this cure, 1 effect, 3 days root not recur	2
"""Strongest"" traffic regulation has come! ""Zero Tolerance"" for all kinds of traffic violations."	0
Picturesque noisy park stops to kick the dog, this dog unexpectedly calls a group of dogs, pulls the car apart!	0
First-line actress says Xun Xun is divorced, what's wrong with them?	2
Wintermelon soup diuretic is more than medicine? This kind of person drinks more and more edema!	0
god bless this relationship with huaqiang? no wonder zhao benshan has nothing to do with him	2
"""Earthquake warning Shanxi"" Zheng Heavy Industry Zheng Heavy Industry Zheng Heavy Industry Zheng Sheng statement: all rumors are pure rumors"	2
Sudden stop purchase of 16 helicopters Doutrit: The US and Canada are overqualified	2
"""Natural Talent"" to Stop Diabetes: Stable Blood Glucose 3 Steps Step away from Uremia"	0
You wash your hair like this, the white hair is more serious, the hair is as black as the ink at 8 minutes, and the hair dye will be gone from now on.	2
Cigarettes from more than 30 years ago can only be smoked by white-collar workers in urban areas.	2
A recent photo of Liu Hua and his wife revealed that Liu Hua's wife, who had been hiding for 30 years, finally appeared	2
Man stabbed to death with $1, 000 in debt? Hani police: The truth is that the suspect chopped up a police officer with a knife	2
"When a pregnant woman gets a kidney from a hospital during caesarean section, the so-called ""heartless"" is in fact an old rumor."	2
TV TV is also closed, Jia Yueting. How's your family's music?	2
Flies fly around the house? You can easily drive flies away with a few coins, you know.	0
Developer funds in place growth rate has been declining for many months, house prices are likely to fall!	2
Studies confirm that dandelion root can kill 95% of cancer cells in 48 hours!	0
the way to cash out the white stripe, the way it is guaranteed by the logistics system, it 's safe to use it, and it' s safe to use the mall 's operation.	2
New stock requisitioning the most bulky time division, the ratio of up to 100%, adhere to certain success	0
Unmarried star abdomen also abloom? Dantyan's stomach round, Fan Bingbing is like six armour!	0
There are three geniuses around him, one to live 456 years old, one to know the future, the other to live 500 years.	0
Wash your hair like this, gray hairs in the air, black in three minutes, never dye a hair salon.	2
China's stock market plummeting behind the brewing of a huge conspiracy, A-share has been re-launched!	0
The iPhone 8 has been confirmed, the Samsung S8 price has been too strong, and Apple's price has plummeted.	2
A coin of the founding fathers, the value of the memorial collection is really millions of dollars?	2
Wang Fei is quite pregnant, doctors recommend caesarean section, 85% netizens hope this baby boy, Niangqi heart intertwined	0
"An old rumor spread by the old rumour of ""multi-person infected with SK 5 virus"""	2
Do not die when the net red! A man in chongqing clapping, suffering from high-voltage burns!	0
O blood is more susceptible to mosquito control? These two are the two! One way to keep the mosquito from coming near you.	2
How many microletters have you paid attention to, and how often do you clean up the ones you don't want to focus on?	2
Song Zuodi says that Liu Yifei is a transgender person. He called for Wang Junkai to die and refused to let him go to Spring Festival Gala.	2
One country has given China a super-military contract, buying 18 warships at one go.	0
In the marriage between Wenhua and Zhu Guowen, the two soulful choruses on the spot moved countless people to tears!	2
Zhu Zuowen divorce? The old wife tears on the scene to save a reluctant!	2
TCM Formula 101: Five Dietetic Methods for Treating Hypertension	2
Summer sun protection, how to quickly whiten after sunburn	2
"""Exterminator 3"" has to be released until 2019."	2
Recommended everyone 3 snacks, do not mind eating before bed, also do not mind often eat, had better not eat	2
Li Xiaolu Jai Liang Liang: the other side's cheating will forgive? Jia Liangliang said: Give five chances!	2
Wongfan with 13 years of youth only to get 95-year-old Yang Zhenning's set of villas use right! If you, how to choose?	0
"Wujing has been exposed as an infidelity during her pregnancy! ""Lindane second""?"	2
The heart aches Gao Yuan does not want children, originally is because Zhao ZhaoTing drug addiction?	0
"Jackie Chan's illegitimate daughter ""Little Dragon Girl"" is very much like the family name, but the car and the family name are not comparable."	0
Internet wang bao qiang girlfriend xiong geun pregnancy, i do not know whether it is true or false?	2
Latest Transaction Records of Copper Curtain Made in Guangxu, Jiangxi Province	2
The Rocket Knight trade? James is going west?	2
The straw subsidy in 2018, a subsidy of 10 million yuan to 10 million yuan!	2
Two women stealing children? Police gossip: Fake! Don't forward rumors.	2
There's been an accident in Clearinghe Square. No family members.	2
The opportunity for the poor is coming, 2018. Seize all three of these industries. Any fool can make a profit.	0
Ten waist nine pain? A handful of medlar, beat the experts, the treatment of the waist to highlight special effects, permanent collection.	2
The 65-year-old woman has a severe headache and is dying in the intensive care room, but the four children refused to resuscitate!	2
Since October 1, farmers have been allowed to go to the cities to sell their stalls, and farmers can do business with ease of mind.	2
Can a pregnant woman eat a melon seed?	2
Coca-cola is a chronic suicide? Actually, we've all been cheated!	2
Chan's will exposed: 2. 2 billion property No one can get a penny	2
Gas stations shut down during the summit.	1
When tongue has this kind of symptom, want urgent attention, is the early signal of cancer! Don't be careless!	2
Peng's response to changing seats and Li Bing-bing's collapse	1
After the divorce, she sang this song in tears while holding a new wife on the stage. Zhao Benshan cried at the stage.	0
Yu Minhong prediction: the future most profitable 5 major industries, you engaged in it?	2
Always pay with Alipay and Microcredit, it is recommended to turn off this function to prevent your wallet from being stolen!	2
how to look at a mobile phone in order to be healthy? _ see that the phone is at least 40 cm away	0
Qianjiang school bus plunged into the river, many students drowned.	2
Pay for Po Te? Look here for free! Say goodbye to the blue - skinned mushroom!	0
Dispelling dampness and defecate still lose weight, everyday adhere to do, thin and bellied, from now on farewell to the belly fat belly.	2
In 2018 college entrance examination will cancel two or three books, the impact on the current junior students most!	2
"Formaldehyde is most afraid of these two ""adversaries"", stick to it once a day, so you can easily sleep in the new house 7 days"	0
Yen Yun-Peng lost his fortune in gambling? He told Sun Yue to introduce a woman	2
Old photos, pictures of the beauty of the jeans.	2
162 pounds to 96, make your own skinny tea, take two bites before dinner, and get rid of the tummy.	0
Nine-year-old Wang Shi-ling eating 70 thousand flowers a month 65 million, netizens: Is it really good to become so fat?	2
Worried about the marriage of Lin Zhiling? Like Andy Lau, they are engaged in marriage, and selling 'unmarried' people!	0
China's missile is so powerful that it threatens US aircraft carriers, and the US is calling it a violation of the rules of war.	0
the first successful flight of luzhou 's yunlong airport is expected to be completed in july.	2
Six kinds of food. Don't put it back in the pot. Twice the heat can cause cancer.	2
The construction of a pig farm would cost more than nt $1 billion, and wang jianlin swore: my money was not printed out by myself (2)	2
Immunizing health products and boosting immune-boosting foods	2
Ni Nui Cat Bound Cat Abuse? Liu Yifei's Fairies Demonstrate the Correct Positions of Cat Owning!	2
Rural housing needs to be unified! Each family allowance is 180,000.	2
Diabetic patients don't worry. Drink lots of '' natural insulin '' to help you fight diabetes.	0
In 2018, these four rural subsidies will soon be distributed, adding up to more than 20, 000 yuan, and every household has	2
Summer is here. Are your arms sunburned?	2
Lin Xinyu's daughter's photo has been exposed, and it's no wonder that she has been kept out of the picture.	2
Experts: When the United States Deploys Nuclear Weapons in Taiwan, Taiwan's Unification	2
Li Yapeng's new girlfriend is a billionaire's daughter worth billions of dollars, Tse Tse-feng's six-word response is full of jealousy!	0
An only child can not inherit the inheritance of parents? Look at the specific law!	2
Is wuhu a second-tier city?	2
Eight - character case analysis: Feminine life from killer's marriage emotionality view!	2
"""Eyeread"" official release! Restore the Chitchat history lesson! Learn quickly."	0
Jiwangjianlin family detained at Tianjin Airport: forbidden to leave the country	0
To clean up the roads, electric cars in rural areas are not allowed to go on the road, experts: long overdue	2
It is said that new regulations on electric vehicles will be introduced. The road needs to be licensed for driving licence, and will be fined.	2
China will bid to host 2030 World Cup	2
"""Drug abuse"" rumors angered lee yi-feng, twitter posted two pictures warning, netizens comment on the light!"	2
In some rural areas next month, nine-year compulsory education will be abolished and 15 years of free education will be introduced.	0
The RNG Legion Team is on the MSI. This is a good line of food.	2
Can't sleep at night? Open the hidden function of Mechat and sleep till morning.	2
Linyi Housing Bureau information residents do not buy houses.	2
The thief is robbed, but this thief is Hongjinbao's master, the robbery can not be tragic?	2
You can't eat eggplant with it. It can lead to food poisoning. Remember that.	2
Zhang Jun Zhang Jun Zhang, love was hammered! Nadzhiqi to suicide love!	2
The city education examination yuan warns: the gaokao season network rumor should not be hit	2
Two food poisoning, one to deliver, one to die, the parents suspected it was the spicy food.	0
It's not that we can't make the core of the pen, the Chinese are afraid to do it.	0
CCTV has broadcast, since yesterday the national inspection of the card room, 60 under the age of all detention? Friends turn crazy...	2
god bless papi and other internet hangings will be on the 2018 cctv spring festival gala evening gala	0
Zhu Gu Wenhua at the scene of the wedding, singing a song, friends and relatives in tears! Too touching!	2
aunt was airlifted by a five-step snake, and the venomous snake was raised to serve food! netizens shocked: the poisonous snake can also eat?!	0
A spoonful of lard is equal to 10 drugs, which can cure many diseases, but many people don't know.	0
"Ho jie ""domestic violence"" huzi ming? Ho jie studio so reply very right!"	2
Causes your eyes to infection, uncomfortable is not the contact lens of the pot, may be tearidan's fault!	2
Zhenyan sequel, like Yi Feng, has not been reviewed, may be changed webcast operas?	2
"29-year-old: From goddess to ""plastic surgery failure"", she is now online and acting."	0
Remind! Two men in Yichun to fabricate rumor in the micro-letter, one person is arrested, one is fined!	2
Rippy bananas can lead to early puberty, whether it's true or not, parents need to know these questions.	2
After eight years in the mainland, Google Maps suddenly announced return, Gaud's attitude causes a lot of doubt!	2
harbin welcomes the biggest cold-induced torrential rain in six years	2
Ningbo property market to buy further upgrade? Municipal construction committee: pure rumor!	2
What Top Ten Undergraduate Schools in Guangdong in 2017 are ranked by Guangdong University of Undergraduate Education?	2
280 kilos to 145 lbs. Drinking a cup after meals. Scratching and detoxifying and helping you lose weight quickly.	2
"Story: thought that the influenza virus outbreak of the ordinary influenza outbreak, the entire city became ""hell on earth""."	2
Three hundred million years old in Russia, scientists speculate that the debris of a crashed UFO	0
Pray for literacy... Salt and spittle can break the window?	0
The most humble vegetable market, but it is the Triwizard, hurry to collect!	0
Now the more fully-equipped rural housing units are available, the more subsidies there will be. (Great!)	2
Rocket desperation! God deals with the knight again Anthony + Wade! Irwin triggers the Ride again!	2
Wang Szong-tsung disclosed that the relationship between Zhao Liying and Ho Chi, their relationship is really not simple?	0
"The property license is ""laid off""! Your name is on the property certificate. The house is yours."	2
The toothpaste is so used, the freckles don't worry, the spots on the face are completely wiped out. It is very practical	2
Why does India want to compete with China? Zhang Zhaozhong: Hanni- Black India, China and India?	0
